set_num,name,year,theme_id,num_parts,current_price,list_price
66404-1,"Hero Factory Super Pack 2 in 1 (2065, 2067)",2011.0,401.0,2.0,0.0,0.0
66405-1,City Super Pack 4 in 1 (7939 7937 7499 7895),2010.0,233.0,4.0,0.0,0.0
66409-1,Cars Super Pack 3 in 1 (9478 8201 9485),2012.0,269.0,3.0,0.0,0.0
664-1,TV Crew,1977.0,397.0,47.0,0.0,0.0
66410-1,"Ninjago Super Pack 3 in 1 (9440, 9441, 9444)",2012.0,435.0,3.0,0.0,0.0
6641-1,4-Wheelin' Truck,1987.0,79.0,81.0,85.0,0.0
66411-1,Star Wars Super Pack 3 in 1 (9488 9489 9495),2012.0,158.0,3.0,0.0,0.0
66412-1,"City Super Pack 2 in 1 (7285, 7741)",2012.0,61.0,2.0,0.0,0.0
66414-1,"Hero Factory Super Pack 2 in 1 (2143, 2145)",2012.0,401.0,2.0,0.0,0.0
6642-1,Police Helicopter,1988.0,80.0,65.0,0.0,0.0
66426-1,"City Super Pack 3 in 1 (4208, 4209, 4427)",2012.0,58.0,3.0,0.0,0.0
66427-1,"City Super Pack 4 in 1 (4436, 4437, 4439, 4441)",2012.0,61.0,4.0,0.0,0.0
66428-1,"City Super Pack 4 in 1 (4436, 7235, 7279, 7498)",2012.0,61.0,4.0,0.0,0.0
6643-1,Fire Truck,1988.0,74.0,74.0,0.0,0.0
66431-1,"Star Wars Super Pack 3 in 1 (7914, 9488, 9491)",2012.0,158.0,3.0,0.0,0.0
66432-1,"Star Wars Super Pack 3 in 1 (9490, 9492, 9496)",2012.0,158.0,3.0,0.0,0.0
66433-1,"Technic Super Pack 3 in 1 (8293, 9392, 9395)",2012.0,1.0,3.0,0.0,0.0
66434-1,"Friends Super Pack 3 in 1 (3187, 3934, 3935)",2012.0,494.0,3.0,0.0,0.0
66435-1,"Friends Super Pack 4 in 1 (3061, 3183, 3934, 3936)",2012.0,494.0,4.0,0.0,0.0
66436-1,"City Super Pack 2 in 1 (4436, 4437)",2012.0,61.0,2.0,0.0,0.0
66437-1,"Hero Factory Super Pack 2 in 1 (6216, 6293)",2012.0,400.0,2.0,0.0,0.0
6644-1,Road Rebel,1990.0,85.0,72.0,0.0,0.0
66444-1,"Ninjago Super Pack 3 in 1 (9441, 9442, 9591)",2012.0,435.0,3.0,0.0,0.0
66448-1,"City Super Pack 3 in 1 (60000, 60001, 60002)",2013.0,58.0,3.0,0.0,0.0
66449-1,"Star Wars Super Pack 3 in 1 (75000, 75003, 75014)",2013.0,158.0,3.0,0.0,0.0
66450-1,"Legends of Chima Super Pack 3 in 1 (70000, 70001, 70003)",2013.0,571.0,3.0,0.0,0.0
6645-1,Street Sweeper,1991.0,85.0,65.0,0.0,0.0
66451-1,"City Super Pack 4 in 1 (4431, 4432, 4433, 4435)",2012.0,52.0,4.0,0.0,0.0
66452-1,"Hero Factory Super Pack 2 in 1 (6282, 6283)",2012.0,400.0,2.0,0.0,0.0
6646-1,Screaming Patriot,1991.0,82.0,65.0,0.0,0.0
6647-1,Highway Repair,1980.0,85.0,54.0,222.5061,0.0
66479-1,"Super Pack 3 in 1 (75015, 75035, 75043)",2014.0,170.0,3.0,0.0,0.0
6648-1,Mag Racer,1992.0,82.0,61.0,0.0,0.0
6648-2,Dump Truck,1980.0,72.0,42.0,0.0,0.0
6649-1,Street Sweeper,1995.0,85.0,63.0,0.0,0.0
66491-1,"Legends of Chima Super Pack 5 in 1 (70126, 70128, 70129, 70130, 70131)",2014.0,571.0,5.0,0.0,0.0
66492-1,"City Super Pack 3 in 1 (60041, 60042, 60046)",2014.0,61.0,3.0,0.0,0.0
66493-1,"City Super Pack 4 in 1 (60050, 60052, 7499, 7895)",2014.0,66.0,4.0,299.99,0.0
66495-1,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)",2014.0,170.0,3.0,0.0,0.0
6650-1,Fire and Rescue Van,1981.0,74.0,46.0,0.0,0.0
6651-1,Post Office Van,1982.0,81.0,46.0,0.0,0.0
66512-1,"Star Wars Super Pack 2 in 1 (75048, 75053)",2014.0,182.0,2.0,0.0,0.0
66514-1,"Star Wars Microfighters Super Pack 3 in 1 (75028, 75029, 75030)",2014.0,159.0,3.0,0.0,0.0
66515-1,"Star Wars Microfighters Super Pack 3 in 1 (75031, 75032, 75033)",2014.0,159.0,3.0,97.0451,0.0
6652-1,Construction Truck,1983.0,72.0,44.0,0.0,0.0
6653-1,Highway Emergency Van,1982.0,85.0,56.0,0.0,0.0
6654-1,Motorcycle Transport,1983.0,85.0,54.0,0.0,0.0
6655-1,Auto & Tire Repair,1984.0,85.0,58.0,0.0,0.0
6656-1,Tow Truck,1985.0,85.0,53.0,0.0,0.0
6657-1,Fire Patrol Copter,1985.0,74.0,66.0,0.0,0.0
6658-1,Bulldozer,1986.0,72.0,65.0,120.0,0.0
6659-1,TV Camera Crew,1986.0,79.0,66.0,299.99,0.0
6660-1,Hook & Haul Wrecker,1989.0,79.0,52.0,0.0,0.0
6661-1,Mobile TV Studio,1989.0,85.0,80.0,0.0,0.0
6662-1,Backhoe,1992.0,72.0,87.0,0.0,0.0
6663-1,Wave Rebel,1993.0,77.0,78.0,0.0,0.0
6664-1,Chopper Cops,1993.0,80.0,71.0,0.0,0.0
6665-1,River Runners,1994.0,83.0,77.0,36.0,0.0
6666-1,Ambulance,1994.0,78.0,78.0,45.0,0.0
6667-1,Pothole Patcher,1993.0,85.0,97.0,0.0,0.0
6668-1,Recycle Truck,1992.0,85.0,108.0,30.0,0.0
6669-1,Diesel Daredevil,1991.0,82.0,90.0,0.0,0.0
6670-1,Rescue Rig,1993.0,85.0,114.0,35.0,0.0
6671-1,Utility Repair Lift,1989.0,85.0,107.0,0.0,0.0
6672-1,Safari Off-Road Vehicle,1990.0,79.0,67.0,0.0,0.0
6673-1,Solo Trainer,1990.0,68.0,74.0,0.0,0.0
6674-1,Crane Truck,1988.0,85.0,94.0,0.0,0.0
6675-1,Road & Trail 4x4,1988.0,79.0,81.0,0.0,0.0
6676-1,Mobile Command Unit,1986.0,80.0,99.0,0.0,0.0
6677-1,Motocross Racing,1986.0,82.0,75.0,229.99,0.0
6678-1,Pneumatic Crane,1980.0,72.0,61.0,0.0,0.0
6679-1,Dark Shark,1991.0,77.0,82.0,0.0,0.0
6679-2,Exxon Tow Truck,1980.0,85.0,78.0,199.99,0.0
6680-1,Ambulance,1981.0,78.0,63.0,0.0,0.0
6681-1,Police Van,1981.0,80.0,81.0,0.0,0.0
6682-1,Cement Mixer,1985.0,72.0,90.0,0.0,0.0
6683-1,Burger Stand,1983.0,75.0,68.0,0.0,0.0
6684-1,Police Patrol Squad,1984.0,80.0,81.0,0.0,0.0
6685-1,Fire Copter 1,1982.0,74.0,98.0,0.0,0.0
6686-1,Backhoe,1984.0,72.0,88.0,0.0,0.0
6687-1,Turbo Prop I,1987.0,68.0,78.0,0.0,0.0
6688-1,Ambulance,1985.0,78.0,72.0,0.0,0.0
6689-1,Post-Station,1985.0,81.0,54.0,0.0,0.0
6690-1,Snorkel Pumper,1980.0,74.0,103.0,0.0,0.0
6691-1,Red Cross Helicopter,1981.0,78.0,107.0,0.0,0.0
6692-1,Tractor Trailer,1983.0,70.0,97.0,0.0,0.0
6693-1,Refuse Collection Truck,1987.0,85.0,114.0,0.0,0.0
6694-1,Car with Camper,1984.0,85.0,109.0,0.0,0.0
6695-1,Shell Tanker,1984.0,76.0,106.0,0.0,0.0
6696-1,Exxon Fuel Tanker,1984.0,76.0,106.0,0.0,0.0
6697-1,Rescue-I Helicopter,1985.0,71.0,85.0,119.99,0.0
6698-1,RV with Speedboat,1986.0,77.0,129.0,0.0,0.0
6699-1,Cycle Fix-It Shop,1987.0,85.0,81.0,0.0,0.0
670-1,Mobile Crane,1978.0,72.0,55.0,0.0,0.0
6701-1,Minifig Pack,1983.0,143.0,36.0,0.0,0.0
6702-1,Minifig Pack,1986.0,143.0,43.0,364.5,0.0
6703-1,Minifig Pack,1988.0,143.0,42.0,0.0,0.0
6704-1,Minifig Pack,1991.0,143.0,44.0,310.0,0.0
6705-1,Space Explorers,1994.0,143.0,39.0,108.0,0.0
6706-1,Frontier Patrol,1997.0,476.0,27.0,89.0,0.0
6707-1,Green Buggy,2000.0,91.0,23.0,0.0,0.0
6709-1,Tribal Chief,1997.0,477.0,16.0,46.0,0.0
670F-1,Wheels Pack,2004.0,119.0,10.0,0.0,0.0
6710-1,Space Landing Pads,1991.0,143.0,2.0,0.0,0.0
671-1,Shell Fuel Tanker,1978.0,76.0,73.0,0.0,0.0
6711-1,Space Mini-Figs,1983.0,143.0,24.0,0.0,0.0
6712-1,Sheriff's Showdown,1996.0,476.0,28.0,65.0,0.0
6713-1,Grip 'n' Go Challenge,2000.0,91.0,283.0,0.0,0.0
6714-1,Speed Dragster,2000.0,91.0,80.0,0.0,0.0
6716-1,Covered Wagon,1996.0,476.0,65.0,139.0,0.0
6718-1,Raindance Ridge,1997.0,477.0,73.0,60.0,0.0
6719-1,Brachiosaurus,2001.0,386.0,25.0,0.0,0.0
671F-1,Antenna Pack,2004.0,119.0,13.0,0.0,0.0
6720-1,Tyrannosaurus Rex,2001.0,386.0,23.0,75.0,0.0
672-1,Fire Emergency Van,1978.0,74.0,65.0,0.0,0.0
6721-1,Mosasaurus,2001.0,386.0,26.0,120.0,0.0
6722-1,Styracosaurus,2001.0,386.0,19.0,0.0,0.0
673-1,Rally Repair Crew,1978.0,85.0,60.0,0.0,0.0
6731-1,Skateboarding Pepper,2002.0,407.0,13.0,0.0,0.0
6732-1,Brickster's Trike,2002.0,407.0,17.0,15.0,0.0
6733-1,Snap's Cruiser,2002.0,407.0,19.0,9.99,0.0
6734-1,Beach Cruiser,2002.0,407.0,54.0,0.0,0.0
6735-1,Air Chase,2002.0,407.0,85.0,17.5,0.0
6736-1,Beach Lookout,2002.0,407.0,88.0,0.0,0.0
6737-1,Wake Rider (Wave Catcher),2002.0,407.0,92.0,0.0,0.0
6738-1,Skateboard Challenge,2002.0,407.0,116.0,0.0,0.0
6739-1,Truck and Stunt Trikes,2002.0,407.0,198.0,0.0,0.0
673F-1,Gearbox Pack,2004.0,119.0,6.0,0.0,0.0
6740-1,Tower,2002.0,407.0,332.0,0.0,0.0
674-1,Forklift & Truck,1978.0,72.0,55.0,0.0,0.0
6741-1,Mini Jet,2009.0,24.0,63.0,0.0,0.0
6742-1,Mini Off-Roader,2009.0,22.0,64.0,10.4518,0.0
6743-1,Street Speeder,2009.0,39.0,165.0,0.0,0.0
6745-1,Propellor Power,2009.0,42.0,247.0,0.0,0.0
6746-1,Chief's Tepee,1997.0,477.0,135.0,0.0,0.0
6747-1,Race Rider,2009.0,41.0,266.0,0.0,0.0
6748-1,Boulder Cliff Canyon,1997.0,477.0,256.0,300.0,0.0
6750-1,Sonic Robot,1986.0,130.0,110.0,0.0,0.0
675-1,Snack Bar,1979.0,75.0,64.0,0.0,0.0
6751-1,Fiery Legend,2009.0,40.0,479.0,0.0,0.0
6752-1,Fire Truck,2009.0,47.0,771.0,119.99,0.0
6753-1,Highway Transport,2009.0,39.0,1294.0,149.3116,0.0
6754-1,Family Home,2009.0,43.0,978.0,155.0,0.0
6755-1,Sheriff's Lock-Up,1996.0,476.0,177.0,0.0,0.0
6758-1,Read & Build Grow Caterpillar Grow,2012.0,504.0,18.0,0.0,0.0
6759-1,Read & Build Busy Farm,2012.0,504.0,16.0,0.0,0.0
6760-1,Read & Build Let's Go Vroom,2012.0,504.0,13.0,0.0,0.0
6761-1,Bandit's Secret Hide-Out,1996.0,476.0,249.0,475.0,0.0
6762-1,Fort Legoredo,2002.0,476.0,687.0,800.0,0.0
6763-1,Rapid River Village,2002.0,477.0,354.0,0.0,0.0
6764-1,Sheriff's Lock-Up,2002.0,476.0,176.0,0.0,0.0
6765-1,Gold City Junction,1996.0,476.0,351.0,0.0,0.0
6766-1,Rapid River Village,1997.0,477.0,354.0,398.0,0.0
6769-1,Fort Legoredo,1996.0,476.0,687.0,0.0,0.0
6770-1,Lunar Transporter Patroller,1988.0,132.0,117.0,0.0,0.0
677-1,Knight's Procession,1979.0,189.0,48.0,0.0,0.0
6771-1,Ogel Command Striker,2001.0,304.0,29.0,0.0,0.0
6772-1,Alpha Team Cruiser,2001.0,304.0,56.0,0.0,0.0
6773-1,Alpha Team Helicopter,2001.0,304.0,78.0,0.0,0.0
6774-1,Alpha Team ATV,2001.0,304.0,134.0,37.925,0.0
6775-1,Alpha Team Bomb Squad,2001.0,304.0,191.0,54.0,0.0
6776-1,Ogel Control Center,2001.0,304.0,414.0,0.0,0.0
6780-1,XT Starship,1986.0,130.0,199.0,0.0,0.0
6781-1,SP-Striker,1989.0,139.0,230.0,800.0,0.0
6783-1,Sonar Transmitting Cruiser,1986.0,130.0,348.0,0.0,0.0
6784-1,Creative Sorter,2012.0,504.0,26.0,0.0,0.0
6785-1,Creative Cakes,2012.0,504.0,56.0,0.0,0.0
6790-1,Bandit's Wheelgun (Boxed),1997.0,476.0,20.0,0.0,0.0
6791-1,Bandit's Wheelgun,1997.0,476.0,20.0,29.99,0.0
6799-1,Showdown Canyon,1997.0,476.0,74.0,0.0,0.0
6800-1,Cyber Blaster,1997.0,144.0,20.0,0.0,0.0
680-1,Low-Loader and Crane,1971.0,416.0,62.0,0.0,0.0
6801-1,Moon Buggy,1981.0,130.0,22.0,0.0,0.0
6802-1,Space Probe,1986.0,130.0,26.0,0.0,0.0
6803-1,Space Patrol,1983.0,130.0,25.0,0.0,0.0
6804-1,Surface Rover,1984.0,130.0,21.0,0.0,0.0
6805-1,Astro Dasher,1985.0,130.0,29.0,0.0,0.0
6806-1,Surface Hopper,1985.0,130.0,23.0,0.0,0.0
6807-1,Space Sledge with Astronaut and Robot,1985.0,130.0,24.0,0.0,0.0
6808-1,Galaxy Trekkor,1987.0,130.0,29.0,72.25,0.0
6809-1,XT-5 and Droid,1988.0,130.0,37.0,0.0,0.0
6810-1,Laser Ranger,1989.0,132.0,41.0,0.0,0.0
681-1,Low-Loader with 4 Wheel Excavator,1971.0,416.0,63.0,0.0,0.0
6811-1,Pulsar Charger,1990.0,136.0,26.0,0.0,0.0
6812-1,Grid Trekkor,1991.0,129.0,25.0,0.0,0.0
6813-1,Galactic Chief,1993.0,140.0,24.0,0.0,0.0
6814-1,Ice Tunnelator,1993.0,133.0,25.0,50.0,0.0
6815-1,Hovertron,1996.0,131.0,27.0,20.0,0.0
6816-1,Cyber Blaster,1997.0,144.0,20.0,25.0,0.0
6817-1,Beta Buzzer,1998.0,134.0,32.0,15.0,0.0
6818-1,Cyborg Scout,1997.0,144.0,36.0,18.95,0.0
6820-1,Starfire I,1986.0,130.0,34.0,0.0,0.0
682-1,Low-Loader and Tractor,1971.0,416.0,57.0,0.0,0.0
6821-1,Shovel Buggy,1980.0,130.0,28.0,0.0,0.0
6822-1,Space Digger,1981.0,130.0,33.0,0.0,0.0
6823-1,Surface Transport,1983.0,130.0,27.0,139.99,0.0
6824-1,Space Dart I,1984.0,130.0,48.0,0.0,0.0
6825-1,Cosmic Comet,1985.0,130.0,40.0,0.0,0.0
6826-1,Crater Crawler,1985.0,130.0,32.0,0.0,0.0
6827-1,Strata Scooter,1987.0,130.0,35.0,119.0,0.0
6828-1,Twin-Winged Spoiler,1988.0,132.0,57.0,0.0,0.0
6829-1,Radon Rover,1997.0,144.0,53.0,34.95,0.0
6830-1,Space Patroller,1988.0,132.0,51.0,0.0,0.0
683-1,Articulated Lorry,1971.0,397.0,58.0,0.0,0.0
6831-1,Message Decoder,1989.0,139.0,34.0,211.5,0.0
6832-1,Super Nova II,1991.0,129.0,42.0,0.0,0.0
6833-1,Beacon Tracer,1990.0,136.0,40.0,0.0,0.0
6834-1,Celestial Sled,1993.0,133.0,55.0,100.0,0.0
6835-1,Saucer Scout,1994.0,142.0,47.0,85.5,0.0
6836-1,V-Wing Fighter,1997.0,144.0,40.0,0.0,0.0
6837-1,Cosmic Creeper,1998.0,134.0,57.0,0.0,0.0
684-1,Low-Loader with Fork Lift Truck,1972.0,416.0,53.0,0.0,0.0
6841-1,Mineral Detector,1980.0,130.0,44.0,0.0,0.0
6842-1,Shuttle Craft,1981.0,130.0,46.0,0.0,0.0
6844-1,Seismologic Vehicle (Sismobile),1983.0,130.0,46.0,0.0,0.0
6845-1,Cosmic Charger,1986.0,130.0,51.0,0.0,0.0
6846-1,Tri-Star Voyager,1984.0,130.0,69.0,0.0,0.0
6847-1,Space Dozer,1985.0,130.0,49.0,0.0,0.0
6848-1,Strategic Pursuer,1988.0,132.0,62.0,225.0,0.0
6848-2,Interplanetary Shuttle,1985.0,130.0,54.0,0.0,0.0
6848-3,Strategic Pursuer,1988.0,126.0,62.0,0.0,0.0
6849-1,Satellite Patroller,1987.0,130.0,47.0,0.0,0.0
6850-1,Auxiliary Patroller,1989.0,132.0,46.0,0.0,0.0
685-1,Truck with Trailer,1972.0,397.0,50.0,0.0,0.0
6851-1,Tri-Wheeled Tyrax,1991.0,129.0,38.0,0.0,0.0
685-2,Truck with Trailer (without Stickers),1972.0,397.0,50.0,0.0,0.0
6852-1,Sonar Security,1993.0,140.0,61.0,0.0,0.0
6854-1,Alien Fossilizer,1996.0,131.0,51.0,72.0,0.0
6856-1,Planetary Decoder,1996.0,131.0,78.0,85.5,0.0
6857-1,The Dynamic Duo Funhouse Escape,2012.0,484.0,378.0,79.99,0.0
6858-1,Catwoman Catcycle City Chase,2012.0,484.0,89.0,18.354,0.0
6860-1,The Batcave,2012.0,484.0,689.0,109.0,0.0
686-1,Tipper Trucks and Loader,1973.0,416.0,70.0,0.0,0.0
6861-1,X1 Patrol Craft,1980.0,130.0,55.0,0.0,0.0
6861-2,Super Model Building Instruction,1993.0,129.0,1.0,0.0,0.0
6862-1,Secret Space Voyager,1991.0,136.0,254.0,0.0,0.0
6862-2,Superman vs Power Armour Lex,2012.0,489.0,208.0,27.99,0.0
6863-1,Batwing Battle Over Gotham City,2012.0,484.0,277.0,52.99,0.0
6864-1,Batmobile and the Two-Face Chase,2012.0,484.0,541.0,88.099,0.0
6865-1,Captain America's Avenging Cycle,2012.0,487.0,71.0,27.0665,0.0
6866-1,Wolverine's Chopper Showdown,2012.0,491.0,199.0,200.0,0.0
6867-1,Loki's Cosmic Cube Escape,2012.0,487.0,180.0,50.0,0.0
6868-1,Hulk’s Helicarrier Breakout,2012.0,487.0,385.0,74.6558,0.0
6869-1,Quinjet Aerial Battle,2012.0,487.0,748.0,129.0,0.0
6870-1,Space Probe Launcher,1981.0,130.0,60.0,0.0,0.0
687-1,Caravelle Plane,1973.0,412.0,48.0,0.0,0.0
6871-1,Star Patrol Launcher,1984.0,130.0,71.0,0.0,0.0
6872-1,Xenon X-Craft,1986.0,130.0,76.0,0.0,0.0
6873-1,Spider-Man's Doc Ock Ambush,2012.0,488.0,295.0,52.2591,0.0
6874-1,Moon Rover,1986.0,130.0,66.0,0.0,0.0
6875-1,Hovercraft,1988.0,132.0,93.0,0.0,0.0
6876-1,Alienator,1988.0,128.0,92.0,237.5,0.0
6877-1,Vector Detector,1990.0,136.0,62.0,0.0,0.0
6878-1,Sub Orbital Guardian,1991.0,129.0,75.0,0.0,0.0
6879-1,Blizzard Baron,1993.0,133.0,83.0,0.0,0.0
6880-1,Surface Explorer,1982.0,130.0,83.0,0.0,0.0
688-1,Shell Double Tanker,1973.0,418.0,63.0,0.0,0.0
6881-1,Lunar Rocket Launcher,1984.0,130.0,98.0,0.0,0.0
6882-1,Walking Astro Grappler,1985.0,130.0,102.0,425.0,0.0
6883-1,Terrestrial Rover,1987.0,130.0,109.0,0.0,0.0
6884-1,Aero Module,1987.0,132.0,107.0,0.0,0.0
6885-1,Saturn Base Main Team (Crater Crawler),1988.0,132.0,101.0,0.0,0.0
6886-1,Galactic Peace Keeper,1989.0,139.0,121.0,285.0,0.0
6887-1,Allied Avenger,1991.0,129.0,100.0,0.0,0.0
6889-1,Recon Robot,1994.0,142.0,136.0,0.0,0.0
6890-1,Cosmic Cruiser,1982.0,130.0,115.0,0.0,0.0
689-1,Mobile Crane,1974.0,416.0,46.0,0.0,0.0
6891-1,Gamma V Laser Craft,1985.0,130.0,135.0,0.0,0.0
6892-1,Modular Space Transport,1986.0,130.0,150.0,0.0,0.0
6893-1,Orion II Hyperspace,1987.0,132.0,162.0,325.0,0.0
6894-1,Invader,1987.0,128.0,159.0,495.0,0.0
6895-1,Spy-Trak 1,1989.0,139.0,152.0,450.0,0.0
6896-1,Celestial Forager,1990.0,136.0,92.0,0.0,0.0
6897-1,Rebel Hunter,1992.0,140.0,146.0,0.0,0.0
6898-1,Ice-Sat V,1993.0,133.0,136.0,0.0,0.0
6899-1,Nebula Outpost,1996.0,131.0,156.0,0.0,0.0
6900-1,Cyber Saucer,1997.0,144.0,112.0,99.0,0.0
690-1,Shell Station,1974.0,418.0,73.0,0.0,0.0
6901-1,Mobile Lab,1980.0,130.0,139.0,0.0,0.0
6901-2,Space Plane,1998.0,144.0,20.0,0.0,0.0
6902-1,Space Plane,1998.0,144.0,20.0,0.0,0.0
6903-1,Bug Blaster,1998.0,134.0,24.0,0.0,0.0
6905-1,Bi-Wing Blaster,1998.0,134.0,112.0,0.0,0.0
6907-1,Sonic Stinger,1998.0,134.0,95.0,0.0,0.0
6909-1,Sonic Stinger with Promotional Mask,1998.0,134.0,96.0,250.0,0.0
6910-1,Mini Sports Car,2012.0,22.0,70.0,5.0,0.0
691-1,Rescue Helicopter,1974.0,417.0,62.0,0.0,0.0
6911-1,Mini Fire Truck,2012.0,22.0,69.0,0.0,0.0
6912-1,Super Soarer,2012.0,22.0,130.0,13.99,0.0
6913-1,Blue Roadster,2012.0,22.0,152.0,0.0,0.0
6914-1,T-Rex,2012.0,22.0,191.0,27.99,0.0
6915-1,Warp Wing Fighter,1997.0,144.0,234.0,200.0,0.0
6918-1,Blacksmith Attack,2011.0,196.0,110.0,33.1864,0.0
6919-1,Planetary Prowler,1998.0,134.0,248.0,0.0,0.0
692-1,Road Repair Crew,1975.0,416.0,59.0,0.0,0.0
6921-1,Monorail Accessory Track,1988.0,132.0,46.0,0.0,0.0
6923-1,Particle Ionizer,1990.0,136.0,192.0,0.0,0.0
6925-1,Interplanetary Rover,1988.0,132.0,211.0,0.0,0.0
6926-1,Mobile Recovery Vehicle,1986.0,130.0,150.0,0.0,0.0
6927-1,All-Terrain Vehicle,1981.0,130.0,173.0,0.0,0.0
6928-1,Uranium Search Vehicle,1984.0,130.0,201.0,0.0,0.0
6929-1,Star Fleet Voyager,1981.0,130.0,246.0,0.0,0.0
6930-1,Space Supply Station,1983.0,130.0,206.0,0.0,0.0
693-1,Fire Engine with Firemen,1975.0,417.0,72.0,0.0,0.0
6931-1,FX Star Patroller,1985.0,130.0,227.0,0.0,0.0
6932-1,Stardefender 200,1987.0,132.0,251.0,0.0,0.0
6933-1,Spectral Starguider,1991.0,129.0,212.0,0.0,0.0
6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006.0,324.0,16.0,29.85,0.0
6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),2006.0,324.0,16.0,0.0,0.0
6936-1,Piraka & Catapult,2007.0,324.0,20.0,0.0,0.0
6937-1,Give Away,2006.0,324.0,2.0,0.0,0.0
6938-1,Scorpion Detector,1996.0,131.0,196.0,0.0,0.0
6939-1,Saucer Centurion,1994.0,142.0,222.0,379.99,0.0
6940-1,Alien Moon Stalker,1986.0,130.0,268.0,855.0,0.0
694-1,Transport Truck,1975.0,397.0,64.0,0.0,0.0
6941-1,Battrax,1987.0,128.0,284.0,617.5,0.0
6942-1,Zo Weevil,1999.0,134.0,20.0,0.0,0.0
6943-1,Zo Weevil,1999.0,134.0,20.0,0.0,0.0
6944-1,Good Guy 07,2007.0,324.0,20.0,0.0,0.0
6945-1,Bad Guy,2007.0,324.0,25.0,0.0,0.0
6946-1,Squid Launcher Function,2007.0,324.0,23.0,0.0,0.0
6949-1,Robo-Guardian,1994.0,142.0,366.0,0.0,0.0
6950-1,Mobile Rocket Transport,1982.0,130.0,210.0,0.0,0.0
695-1,Racing Car,1976.0,397.0,67.0,0.0,0.0
6951-1,Robot Command Center,1984.0,130.0,295.0,0.0,0.0
6952-1,Solar Power Transporter,1985.0,130.0,305.0,595.0,0.0
6953-1,Cosmic Laser Launcher,1987.0,132.0,211.0,0.0,0.0
6954-1,Renegade,1987.0,128.0,315.0,1170.0,0.0
6955-1,Space Lock-Up Isolation Base,1989.0,139.0,253.0,1350.0,0.0
6956-1,Stellar Recon Voyager,1990.0,136.0,233.0,0.0,0.0
6957-1,Solar Snooper,1992.0,140.0,253.0,0.0,0.0
6958-1,Android Base,1996.0,131.0,268.0,0.0,0.0
6959-1,Lunar Launch Site,1994.0,142.0,287.0,0.0,0.0
696-1,Bus Stop,1976.0,397.0,80.0,0.0,0.0
6963-1,X-wing Fighter - Mini (Kabaya Box),2004.0,159.0,41.0,65.0,0.0
6963-2,X-wing Fighter - Mini (Polybag),2004.0,159.0,41.0,35.0,0.0
6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004.0,159.0,25.0,60.0,0.0
6964-2,Boba Fett's Slave I - Mini (Polybag),2004.0,159.0,25.0,47.913,0.0
6965-1,TIE Interceptor - Mini (Kabaya Box),2004.0,159.0,32.0,0.0,0.0
6965-2,TIE Interceptor - Mini (Polybag),2005.0,163.0,32.0,18.99,0.0
6966-1,Jedi Starfighter - Mini,2005.0,159.0,38.0,12.555,0.0
6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005.0,159.0,38.0,0.0,0.0
6967-1,ARC-170 Starfighter - Mini,2005.0,159.0,42.0,13.0,0.0
6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005.0,159.0,42.0,0.0,0.0
6968-1,Mini Wookiee Attack,2005.0,159.0,48.0,0.0,0.0
6969-1,Celestial Stinger,1998.0,134.0,253.0,0.0,0.0
6970-1,Beta I Command Base,1980.0,130.0,270.0,0.0,0.0
697-1,Stagecoach,1976.0,397.0,96.0,0.0,0.0
6971-1,Inter-Galactic Command Base,1984.0,130.0,329.0,0.0,0.0
697-2,Idea Book 697,1997.0,497.0,2.0,0.0,0.0
6972-1,Polaris I Space Lab,1987.0,130.0,390.0,720.0,0.0
6973-1,Deep Freeze Defender,1993.0,133.0,417.0,0.0,0.0
6975-1,Alien Avenger,1997.0,144.0,370.0,0.0,0.0
6977-1,Arachnoid Star Base,1998.0,134.0,434.0,0.0,0.0
6979-1,Interstellar Starfighter,1997.0,144.0,291.0,369.95,0.0
6980-1,Galaxy Commander,1983.0,130.0,443.0,0.0,0.0
698-1,JAL Boeing 727,1977.0,412.0,45.0,0.0,0.0
6981-1,Aerial Intruder,1991.0,129.0,267.0,697.5,0.0
6982-1,Explorien Starship,1996.0,131.0,658.0,0.0,0.0
6983-1,Ice Station Odyssey,1993.0,133.0,345.0,611.709,0.0
6984-1,Galactic Mediator,1992.0,140.0,406.0,0.0,0.0
6985-1,Cosmic Fleet Voyager,1986.0,130.0,413.0,0.0,0.0
6986-1,Mission Commander,1989.0,139.0,478.0,0.0,0.0
6987-1,Message Intercept Base,1988.0,128.0,577.0,0.0,0.0
6987-2,Message Intercept Base,1988.0,128.0,575.0,0.0,0.0
6988-1,Alpha Centauri Outpost,1991.0,129.0,406.0,0.0,0.0
6989-1,Mega Core Magnetizer,1990.0,136.0,509.0,1425.0,0.0
6990-1,Monorail Transport System,1988.0,132.0,731.0,0.0,0.0
699-1,Photo Safari,1977.0,397.0,129.0,0.0,0.0
6991-1,Monorail Transport Base,1994.0,145.0,571.0,1500.0,0.0
6999-1,Cyber Saucer,1997.0,144.0,113.0,0.0,0.0
