Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,Current_Price
10027,Train Engine Shed,2003,World City,Trains,664.0,2.0,70.0,
10029,Lunar Lander,2003,Discovery,,453.0,2.0,40.0,
10041,Main Street,2003,Town,Shops and Services,616.0,8.0,65.0,320.0000
10042,U.S. Flag,2003,Bulk Bricks,Seasonal,35.0,,3.0,
10052,Intelligent Locomotive,2003,Explore,,4.0,2.0,55.0,
10071,Mr. Bunny,2003,Seasonal,Easter,25.0,,2.5,
10072,Technic Beams,2003,Bulk Bricks,Technic,56.0,,9.99,
10073,Technic Bushes,2003,Bulk Bricks,Technic,130.0,,9.99,10.9800
10074,Technic Cross Axles,2003,Bulk Bricks,Technic,68.0,,10.0,
10076,Technic Gear Wheels,2003,Bulk Bricks,Technic,37.0,,12.99,
10077,Technic Motor,2003,Bulk Bricks,Technic,55.0,,13.0,
10078,Train Connection Wire,2003,Trains,9 V,1.0,,8.99,75.0000
10079,Snowman,2003,Seasonal,Christmas,42.0,,2.5,6.0000
10080,Angel,2003,Seasonal,Christmas,33.0,,2.49,15.0000
10090,Turkey,2003,Seasonal,Thanksgiving,54.0,,3.5,11.6617
10121,NBA Basketball Teams,2003,Sports,Basketball,20.0,5.0,10.0,56.0000
10123,Cloud City,2003,Star Wars,Episode IV-VI,698.0,7.0,100.0,5499.9900
10124,Wright Flyer,2003,Advanced Models,Aircraft,670.0,,60.0,299.9900
10127,NHL All Teams Set,2003,Sports,Hockey,59.0,,9.0,
10128,Train Level Crossing,2003,World City,Trains,327.0,2.0,50.0,228.0000
10129,Rebel Snowspeeder,2003,Star Wars,Ultimate Collector Series,1455.0,,130.0,960.0000
10201,Takutanuva,2003,Bionicle,Warriors,399.0,,50.0,
1385,Clikits Bracelet,2003,Clikits,,13.0,,,
3284,Bob's Busy Day,2003,Explore,Bob the Builder,9.0,1.0,5.0,
3285,Wendy in the Office,2003,Explore,Bob the Builder,9.0,1.0,5.0,
3286,Spud and Bird,2003,Explore,Bob the Builder,9.0,1.0,5.0,
3427,NBA Slam Dunk,2003,Sports,Basketball,53.0,1.0,8.0,44.9900
3428,One vs One Action,2003,Sports,Basketball,39.0,2.0,10.0,
3429,Ultimate Defense,2003,Sports,Basketball,82.0,2.0,15.0,50.0000
3430,Spin & Shoot,2003,Sports,Basketball,71.0,2.0,,
3431,Street Ball 2 vs 2,2003,Sports,Basketball,186.0,4.0,20.0,140.0000
3432,NBA Challenge,2003,Sports,Basketball,451.0,10.0,50.0,170.0000
3433,The Ultimate NBA Arena,2003,Sports,Basketball,491.0,10.0,80.0,373.5000
3440,NBA Jam Session Co-Pack,2003,Sports,Basketball,70.0,2.0,20.0,
3511,Funny Crocodile,2003,Explore,Imagination,16.0,,10.0,
3512,Funny Giraffe,2003,Explore,Imagination,21.0,,10.0,
3513,Funny Lion,2003,Explore,Imagination,23.0,,10.0,
3514,Rhino and Lion,2003,Explore,Imagination,30.0,,15.0,
3515,African Adventures,2003,Explore,Imagination,52.0,,20.0,
3517,Blue Deer,2003,Explore,Imagination,10.0,,3.5,
3518,Yellow Duck,2003,Explore,Imagination,11.0,,3.5,
3519,Green Parrot,2003,Explore,Imagination,10.0,,3.5,
3535,Skateboard Street Park,2003,Sports,Gravity Games,69.0,1.0,10.0,35.0000
3536,Snowboard Big Air Comp,2003,Sports,Gravity Games,82.0,1.0,15.0,85.0000
3537,Skateboard Vert Park Challenge,2003,Sports,Gravity Games,88.0,2.0,20.0,
3538,Snowboard Boarder Cross Race,2003,Sports,Gravity Games,195.0,2.0,30.0,79.0000
3540,Puck Passer,2003,Sports,Hockey,44.0,,8.0,
3541,Slap Shot,2003,Sports,Hockey,45.0,,8.0,
3542,Flip Shot,2003,Sports,Hockey,46.0,,8.0,9.0000
3543,Slammer Goalie,2003,Sports,Hockey,45.0,,8.0,
3544,Game Set,2003,Sports,Hockey,154.0,,15.0,
3545,Puck Feeder,2003,Sports,Hockey,152.0,,,
3548,Slam Dunk Trainer,2003,Sports,Basketball,19.0,1.0,4.0,15.0000
3549,Practice Shooting,2003,Sports,Basketball,17.0,1.0,4.0,15.0000
3550,Jump and Shoot,2003,Sports,Basketball,17.0,1.0,4.0,17.0000
3557,Blue Player and Goal,2003,Sports,Hockey,33.0,,4.0,
3558,Red Player and Goal,2003,Sports,Hockey,33.0,,4.0,4.0000
3559,Red and Blue Player,2003,Sports,Hockey,40.0,,4.0,4.0000
3560,NBA Collectors # 1,2003,Sports,Basketball,12.0,3.0,8.0,24.8600
3561,NBA Collectors # 2,2003,Sports,Basketball,12.0,3.0,8.0,28.0000
3562,NBA Collectors # 3,2003,Sports,Basketball,13.0,3.0,8.0,35.0000
3563,NBA Collectors # 4,2003,Sports,Basketball,12.0,3.0,8.0,60.0000
3564,NBA Collectors # 5,2003,Sports,Basketball,12.0,3.0,8.0,36.0800
3565,NBA Collectors # 6,2003,Sports,Basketball,12.0,3.0,8.0,26.0000
3566,NBA Collectors # 7,2003,Sports,Basketball,12.0,3.0,8.0,44.0000
3567,NBA Collectors # 8,2003,Sports,Basketball,12.0,3.0,8.0,22.0000
3584,Rapid Return,2003,Sports,Basketball,47.0,1.0,8.0,
3585,Snowboard Super Pipe,2003,Sports,Gravity Games,227.0,2.0,50.0,
3586,Stunt Plane,2003,Explore,Logic,9.0,1.0,6.0,
3587,Mini Dozer,2003,Explore,Logic,15.0,1.0,10.0,
3588,Heavy Truck,2003,Explore,Logic,18.0,1.0,15.0,
3589,Chopper,2003,Explore,Logic,22.0,1.0,20.0,
3590,Drill,2003,Explore,Logic,24.0,1.0,20.0,
3655,Fire Action,2003,Explore,Together,11.0,2.0,,
3656,Police Action,2003,Explore,Together,32.0,4.0,40.0,
3657,Fire Fighters,2003,Explore,Together,35.0,3.0,40.0,
3696,Tow-Me Truck,2003,Explore,Together,5.0,1.0,7.0,
3697,Fearless Fire Fighter,2003,Explore,Together,5.0,1.0,7.0,
3698,Friendly Police Car,2003,Explore,Together,4.0,1.0,7.0,
3699,Happy Constructor,2003,Explore,Together,9.0,1.0,10.0,
3700,Emergency Vehicles Set,2003,Explore,Together,9.0,3.0,,
4013,Create and Imagine,2003,Creator,,1000.0,,,
4023,Fun and Adventure,2003,Creator,,55.0,1.0,4.0,
4024,Advent Calendar,2003,Creator,Seasonal,24.0,,15.0,
4026,Create Your Dreams,2003,Creator,,100.0,,3.5,
4027,Build and Imagine,2003,Creator,,100.0,,3.5,
4028,World of Bricks,2003,Creator,,500.0,,10.0,
4029,Build with Bricks Bucket,2003,Creator,,500.0,,10.0,
4047,Ultimate Wheels,2003,Creator,Designer Set,514.0,,30.0,
4048,Mechs,2003,Creator,Designer Set,554.0,,30.0,
4090,Motion Madness,2003,Creator,Inventor Set,244.0,,15.0,
4093,Wild Wind-Up,2003,Creator,Inventor Set,320.0,,25.0,
4094,Motor Movers,2003,Creator,Inventor Set,255.0,,40.0,
4095,Record and Play,2003,Creator,Inventor Set,345.0,,50.0,
4096,Micro Wheels,2003,Creator,Designer Set,215.0,,10.0,21.0000
4097,Mini Robots,2003,Creator,Designer Set,229.0,,10.0,
4098,High Flyers,2003,Creator,Designer Set,197.0,,10.0,
4099,Robobots,2003,Creator,Designer Set,325.0,,20.0,75.0000
4100,Maximum Wheels,2003,Creator,Designer Set,299.0,,20.0,
4101,Wild Collection,2003,Creator,Designer Set,492.0,,30.0,70.0000
4278,Large Tub,2003,Creator,,1000.0,,,
4279,Creator Strata Red,2003,Creator,,1000.0,,,
4400,Build With Bricks,2003,Creator,,705.0,,20.0,
4401,Little Creations,2003,Creator,Designer Set,110.0,,7.0,
4402,Sea Riders,2003,Creator,Designer Set,547.0,,40.0,
4403,Air Blazers,2003,Creator,Designer Set,702.0,,50.0,
4404,Land Busters,2003,Creator,Designer Set,770.0,,60.0,89.9900
4475,Jabba's Message,2003,Star Wars,Episode IV-VI,46.0,3.0,7.0,69.0000
4476,Jabba's Prize,2003,Star Wars,Episode IV-VI,40.0,2.0,7.0,99.9900
4477,T-16 Skyhopper ,2003,Star Wars,Episode IV-VI,98.0,1.0,15.0,40.0000
4478,Geonosian Fighter,2003,Star Wars,Episode II,170.0,4.0,20.0,197.3750
4479,TIE Bomber,2003,Star Wars,Episode IV-VI,230.0,1.0,30.0,300.0000
4480,Jabba's Palace,2003,Star Wars,Episode IV-VI,231.0,6.0,30.0,188.0000
4481,Hailfire Droid,2003,Star Wars,Episode II,681.0,,50.0,243.0000
4482,AT-TE,2003,Star Wars,Episode II,658.0,4.0,70.0,750.0000
4483,AT-AT,2003,Star Wars,Episode IV-VI,1068.0,4.0,100.0,275.0000
4484,X-Wing Fighter & TIE Advanced,2003,Star Wars,Mini Building Set,76.0,,4.0,21.7713
4485,Sebulba's Podracer & Anakin's Podracer,2003,Star Wars,Mini Building Set,72.0,,4.0,14.0300
4486,AT-ST & Snowspeeder,2003,Star Wars,Mini Building Set,76.0,,4.0,25.0000
4487,Jedi Starfighter & Slave I,2003,Star Wars,Mini Building Set,53.0,,4.0,29.0000
4488,Millennium Falcon,2003,Star Wars,Mini Building Set,87.0,,7.0,41.0607
4489,AT-AT,2003,Star Wars,Mini Building Set,98.0,,7.0,24.2557
4490,Republic Gunship,2003,Star Wars,Mini Building Set,102.0,,7.0,32.9900
4491,MTT,2003,Star Wars,Mini Building Set,99.0,,7.0,17.5000
4511,High Speed Train,2003,World City,Trains,336.0,3.0,90.0,
4512,Cargo Train,2003,World City,Trains,548.0,3.0,140.0,
4513,Grand Central Station,2003,World City,Trains,354.0,5.0,50.0,165.0000
4514,Cargo Crane,2003,World City,Trains,177.0,2.0,20.0,
4651,Police Motorcycle,2003,4 Juniors,City,11.0,1.0,3.0,
4652,Tow Truck,2003,4 Juniors,City,25.0,1.0,10.0,
4653,Dump Truck,2003,4 Juniors,City,27.0,1.0,10.0,
4654,Tanker Truck,2003,4 Juniors,City,42.0,1.0,15.0,
4655,Quick Fix Station,2003,4 Juniors,City,97.0,2.0,25.0,
4657,Fire Squad HQ,2003,4 Juniors,City,139.0,3.0,40.0,
4719,Quality Quidditch Supplies,2003,Harry Potter,Chamber of Secrets,120.0,1.0,10.0,52.8000
4720,Knockturn Alley,2003,Harry Potter,Chamber of Secrets,209.0,2.0,20.0,
4850,Spider-Man's first chase,2003,Spider-Man,,191.0,3.0,20.0,299.9900
4851,Spider-Man and Green Goblin -- The origins,2003,Spider-Man,,218.0,6.0,30.0,415.0000
4852,Spider-Man vs. Green Goblin -- The final showdown,2003,Spider-Man,,360.0,4.0,50.0,
5012,Soccer,2003,Sports,Football,15.0,1.0,,
5014,Hockey,2003,Sports,Hockey,28.0,,,7.0000
5015,Skater,2003,Sports,Gravity Games,15.0,1.0,,
5211,Explore Half Strata Box,2003,Explore,Imagination,110.0,,,
5212,Explore Strata,2003,Explore,Imagination,139.0,,,
5213,Big Bricks Box,2003,Explore,Imagination,140.0,,,
5437,Chicken,2003,Explore,Imagination,6.0,,2.0,
5441,Smiling Rattle,2003,Explore,Being Me,2.0,,,
5443,Curly Hanging Rattle,2003,Explore,Being Me,2.0,,,
5446,Roll 'n' Tip,2003,Explore,Being Me,1.0,,,
5449,Stack 'n' Learn Sorter,2003,Explore,Being Me,13.0,,7.0,
5450,Discovery Bird,2003,Explore,Being Me,2.0,,,
5451,Musical Sea Mobile,2003,Explore,Being Me,,,,
5856,Paprika and the Mischievous Monkey,2003,Belville,,51.0,1.0,9.0,
5857,Safran's Amazing Bazaar,2003,Belville,,93.0,1.0,20.0,
5858,The Golden Palace,2003,Belville,,173.0,2.0,55.0,
5859,Little Garden Fairy,2003,Belville,,51.0,1.0,9.0,
5861,Fairy Island,2003,Belville,,101.0,2.0,28.0,65.0000
5862,Flower Fairy Party,2003,Belville,,161.0,2.0,48.0,
65182,Slammer Stadium,2003,Sports,Product Collection,22.0,,40.0,
65295,Bionicle twin-pack with gold mask,2003,Bionicle,Product Collection,50.0,,8.0,
65296,Bionicle twin-pack with gold mask,2003,Bionicle,Product Collection,50.0,,8.0,
65297,Bionicle twin-pack with gold mask,2003,Bionicle,Product Collection,50.0,,8.0,
7030,Squad Car,2003,World City,Police and Rescue,52.0,1.0,4.0,
7031,Helicopter,2003,World City,Police and Rescue,88.0,1.0,10.0,13.5000
7032,Police 4WD and Undercover Van,2003,World City,Police and Rescue,154.0,2.0,15.0,26.0000
7033,Armoured Car Action,2003,World City,Police and Rescue,181.0,2.0,20.0,72.9377
7034,Surveillance Truck,2003,World City,Police and Rescue,261.0,2.0,30.0,
7035,Police HQ,2003,World City,Police and Rescue,422.0,4.0,50.0,
7212,Inflight Sales,2003,Creator,Designer Set,129.0,,10.0,
7409,Secret of the Tomb,2003,Adventurers,Orient Expedition,42.0,2.0,4.0,14.9800
7410,Jungle River,2003,Adventurers,Orient Expedition,64.0,1.0,8.0,40.0000
7411,Tygurah's Roar,2003,Adventurers,Orient Expedition,87.0,1.0,10.0,36.0000
7412,Yeti's Hideout,2003,Adventurers,Orient Expedition,107.0,1.0,10.0,42.0000
7413,Passage of Jun-Chi,2003,Adventurers,Orient Expedition,94.0,1.0,10.0,35.0000
7414,Elephant Caravan,2003,Adventurers,Orient Expedition,86.0,3.0,20.0,129.0511
7415,Aero Nomad,2003,Adventurers,Orient Expedition,120.0,2.0,20.0,85.0000
7416,Emperor's Ship,2003,Adventurers,Orient Expedition,177.0,3.0,20.0,130.0000
7417,Temple of Mount Everest,2003,Adventurers,Orient Expedition,292.0,4.0,30.0,
7418,Scorpion Palace,2003,Adventurers,Orient Expedition,341.0,5.0,50.0,200.0000
7419,Dragon Fortress,2003,Adventurers,Orient Expedition,732.0,9.0,90.0,
7420,Thunder Blazer,2003,Adventurers,Orient Expedition,69.0,1.0,8.0,
7422,Red Eagle,2003,Adventurers,Orient Expedition,33.0,1.0,4.0,
7423,Mountain Sleigh,2003,Adventurers,Orient Expedition,30.0,1.0,4.0,12.0000
7424,Black Cruiser,2003,Adventurers,Orient Expedition,28.0,1.0,4.0,10.9572
7435,Tiny's Day and Night Lever,2003,Explore,Little Robots,12.0,1.0,,
7436,Sporty's Jumping Gym,2003,Explore,Little Robots,10.0,1.0,,
7437,Gardening with Stripy,2003,Explore,Little Robots,23.0,1.0,,
7439,Stretchy's Junk Yard,2003,Explore,Little Robots,36.0,2.0,,
7441,Tiny & Friends,2003,Explore,Little Robots,53.0,4.0,,
7446,Tiny,2003,Explore,Little Robots,2.0,1.0,,
7449,Sporty,2003,Explore,Little Robots,2.0,1.0,,
7450,Stretchy,2003,Explore,Little Robots,1.0,1.0,,
7467,International Space Station,2003,Discovery,,162.0,,15.0,85.0000
7468,Saturn V Moon Mission,2003,Discovery,,178.0,,20.0,149.9900
7469,Mission To Mars,2003,Discovery,,418.0,,30.0,
7470,Space Shuttle Discovery-STS-31,2003,Discovery,,828.0,,50.0,
7471,Mars Exploration Rover,2003,Discovery,,870.0,,90.0,259.9900
7501,Bangle Minis,2003,Clikits,,32.0,,4.0,
7502,Photo Minis,2003,Clikits,,30.0,,4.0,
7503,Memo Minis,2003,Clikits,,24.0,,4.0,
7507,Jewels 'n' Rings,2003,Clikits,,78.0,,7.0,
7508,Jewels 'n' Bands,2003,Clikits,,78.0,,7.0,
7509,Cool Jewels 'n' Clips,2003,Clikits,,70.0,,7.0,
7510,Trendy Tote Hot Pink,2003,Clikits,,89.0,,15.0,
7511,Trendy Tote Tangerine,2003,Clikits,,94.0,,15.0,
7512,Trendy Tote Sky Blue,2003,Clikits,,94.0,,15.0,
7513,Ultimate Design Studio,2003,Clikits,,281.0,,30.0,
7517,Cool Room Decor,2003,Clikits,,131.0,,10.0,
7518,Cool Room Catchers,2003,Clikits,,111.0,,10.0,
7519,Cool Room Frames,2003,Clikits,,111.0,,10.0,
7520,Pillow Decor 'N' More,2003,Clikits,,104.0,,20.0,
7521,Pretty Punch Activity Set,2003,Clikits,,30.0,,20.0,
7522,Let's Party Set,2003,Clikits,,3.0,,20.0,
8350,Pro Stunt,2003,Racers,Drome Racers,30.0,,4.0,
8353,Slammer Rhino,2003,Racers,Drome Racers,220.0,,20.0,
8354,Exo Force Bike,2003,Racers,Drome Racers,101.0,,10.0,20.0000
8355,H.O.T. Blaster Bike,2003,Racers,Drome Racers,88.0,,10.0,21.9900
8356,Jungle Monster,2003,Racers,Drome Racers,116.0,1.0,15.0,
8357,Zonic Strike,2003,Racers,Drome Racers,107.0,1.0,15.0,44.9900
8358,Off-Roader,2003,Racers,Drome Racers,26.0,,4.0,
8359,Desert Racer,2003,Racers,Drome Racers,27.0,,4.0,
8360,Track Racer,2003,Racers,Drome Racers,24.0,,4.0,
8363,Baja Desert Racers,2003,Racers,Drome Racers,322.0,,40.0,
8364,Multi-Challenge Race Track,2003,Racers,Drome Racers,638.0,,90.0,
8365,Tuneable Racer,2003,Racers,Drome Racers,196.0,,70.0,
8366,Supersonic RC,2003,Racers,Drome Racers,429.0,,130.0,
8370,Nitro Stunt Bike,2003,Racers,Drome Racers,92.0,,10.0,
8371,Extreme Power Bike,2003,Racers,Drome Racers,98.0,,10.0,19.9900
8374,Williams F1 Team Racer,2003,Racers,Williams F1,98.0,1.0,13.0,88.0000
8376,Hot Flame RC Car,2003,Racers,Drome Racers,257.0,,80.0,160.0000
8438,Pneumatic Crane Truck,2003,Technic,,848.0,,85.0,
8441,Fork-Lift Truck,2003,Technic,,70.0,,6.0,7.4656
8451,Dump Truck,2003,Technic,,183.0,,20.0,32.8500
8453,Front-End Loader,2003,Technic,,214.0,,20.0,33.6600
8454,Rescue Truck,2003,Technic,,639.0,,70.0,
8455,Back-Hoe,2003,Technic,,704.0,,100.0,399.0000
8573,Nuhvok-Kal,2003,Bionicle,Bohrok-Kal,41.0,,8.0,
8574,Tahnok-Kal,2003,Bionicle,Bohrok-Kal,41.0,,8.0,
8575,Kohrak-Kal,2003,Bionicle,Bohrok-Kal,41.0,,8.0,
8576,Lehvak-Kal,2003,Bionicle,Bohrok-Kal,41.0,,8.0,
8577,Pahrak-Kal,2003,Bionicle,Bohrok-Kal,41.0,,8.0,
8578,Gahlok-Kal,2003,Bionicle,Bohrok-Kal,41.0,,8.0,
8580,Kraata,2003,Bionicle,Accessories,3.0,,2.0,35.0000
8581,Kopeke,2003,Bionicle,Matoran,25.0,,4.0,
8582,Matoro,2003,Bionicle,Matoran,25.0,,4.0,
8583,Hahli,2003,Bionicle,Matoran,25.0,,4.0,
8584,Hewkii,2003,Bionicle,Matoran,25.0,,4.0,29.9900
8585,Hafu,2003,Bionicle,Matoran,25.0,,4.0,
8586,Macku,2003,Bionicle,Matoran,25.0,,4.0,
8587,Rahkshi Panrahk,2003,Bionicle,Rahkshi,45.0,,9.0,27.0000
8588,Rahkshi Kurahk,2003,Bionicle,Rahkshi,45.0,,9.0,60.0000
8589,Rahkshi Lerahk,2003,Bionicle,Rahkshi,45.0,,9.0,50.0000
8590,Rahkshi Guurahk,2003,Bionicle,Rahkshi,45.0,,9.0,
8591,Rahkshi Vorahk,2003,Bionicle,Rahkshi,45.0,,9.0,44.3376
8592,Rahkshi Turahk,2003,Bionicle,Rahkshi,45.0,,9.0,
8593,Makuta,2003,Bionicle,Warriors,199.0,,20.0,
8594,Jaller and Gukko,2003,Bionicle,Warriors,172.0,,20.0,
8595,Takua and Pewku,2003,Bionicle,Warriors,221.0,,20.0,110.0000
8596,Takanuva,2003,Bionicle,Warriors,200.0,,30.0,329.9900
8599,Krana-Kal,2003,Bionicle,Accessories,5.0,,2.0,
8600,Krana-Kal Bag,2003,Bionicle,Accessories,5.0,,,
9017,Baby Discovery Set,2003,Education,,45.0,4.0,,
9019,Baby Stack 'n' Learn Set,2003,Education,,69.0,4.0,,
9031,Vehicles Set,2003,Education,,30.0,5.0,91.0,
9306,Bulk Set with Special Bricks,2003,Education,,610.0,,32.0,
9320,Journey into Space,2003,Education,,631.0,,93.0,
9412,Duplo Bricks,2003,Education,,,,,
9649,Technology Resource Set,2003,Education,,1110.0,,55.0,
9665,Mechanical Engineering,2003,Dacta,Technic,318.0,,150.0,
9684,Renewable Energy Set,2003,Education,,729.0,4.0,170.0,
9785,Robo Technology Set with Serial Transmitter,2003,Education,,219.0,1.0,150.0,
9786,Robo Technology Set with USB Transmitter,2003,Education,,217.0,1.0,150.0,
9793,Team Challenge Set with Serial Transmitter,2003,Education,,833.0,,200.0,
9794,Team Challenge Set with USB Transmitter,2003,Education,,831.0,,200.0,
10020,Santa Fe Super Chief,2002,Trains,9 V,435.0,2.0,40.0,349.9500
10022,Santa Fe Cars - Set II,2002,Trains,9 V,411.0,,35.0,449.0000
10023,Bionicle Master Builder Set,2002,Bionicle,Accessories,112.0,,13.0,
10024,Red Baron,2002,Advanced Models,Aircraft,664.0,,50.0,
10025,Santa Fe Cars - Set I,2002,Trains,9 V,326.0,,35.0,340.0000
10026,Special Edition Naboo Starfighter,2002,Star Wars,Ultimate Collector Series,187.0,,40.0,1000.0000
10030,Imperial Star Destroyer,2002,Star Wars,Ultimate Collector Series,3096.0,,269.99,
10036,Pizza-To-Go,2002,Town,Shops and Services,151.0,3.0,20.0,
10037,Breezeway Cafe,2002,Town,Shops and Services,183.0,5.0,23.0,
10039,Black Falcon's Fortress,2002,Castle,Black Falcons,426.0,6.0,40.0,450.0000
10040,Black Seas Barracuda,2002,Pirates,,906.0,8.0,90.0,
10043,2 x 2 Electrical Plate,2002,Bulk Bricks,,1.0,,6.0,
10044,Windows and Doors,2002,Bulk Bricks,,44.0,,7.99,
10045,Bridge Elements,2002,Bulk Bricks,,13.0,,13.0,
10046,Brown Tiles,2002,Bulk Bricks,,100.0,,7.0,25.0000
10047,Arch,2002,Bulk Bricks,,36.0,,5.99,7.9500
10048,Small Wheels and Axles,2002,Bulk Bricks,,61.0,,8.0,
10049,Large Wheels and Axles,2002,Bulk Bricks,,31.0,,6.0,
10050,Grey Fences,2002,Bulk Bricks,,34.0,,6.0,20.0000
10051,Small Windows,2002,Bulk Bricks,,50.0,,7.0,
10053,Black Roof Tiles,2002,Bulk Bricks,,44.0,,6.0,
10054,Black Roof Tiles,2002,Bulk Bricks,,68.0,,5.99,
10055,Black Roof Tiles,2002,Bulk Bricks,,50.0,,5.99,
10056,White Plates,2002,Bulk Bricks,,56.0,,5.0,
10057,Black Plates,2002,Bulk Bricks,,56.0,,5.0,
10058,Red Plates,2002,Bulk Bricks,,56.0,,5.0,
10059,Dark Green Plates,2002,Bulk Bricks,,56.0,,5.0,
10060,Grey Plates,2002,Bulk Bricks,,56.0,,5.0,
10061,Black Plates,2002,Bulk Bricks,,84.0,,5.0,
10062,Red Plates,2002,Bulk Bricks,,84.0,,4.99,7.0000
10063,Dark Green Plates,2002,Bulk Bricks,,84.0,,5.0,8.0000
10064,Grey Plates,2002,Bulk Bricks,,84.0,,5.0,
10065,White Plates,2002,Bulk Bricks,,84.0,,5.0,
10066,Castle Accessories,2002,Bulk Bricks,Castle,37.0,1.0,5.0,54.9990
10067,Mini-Fig Headgear,2002,Bulk Bricks,,53.0,,5.0,
10068,Santa,2002,Seasonal,Christmas,39.0,,2.5,5.1750
10069,Tree,2002,Seasonal,Christmas,33.0,,2.5,
10070,Reindeer,2002,Seasonal,Christmas,26.0,,2.5,6.0000
10075,Spider-Man Action Pack,2002,Studios,Spider-Man,25.0,,7.0,
10153,Train Motor 9 V,2002,Trains,9 V,3.0,,24.99,80.0000
1149,Air Police,2002,Town,Special,24.0,,3.0,
1374,Green Goblin,2002,Studios,Spider-Man,58.0,2.0,7.0,111.9837
1375,Wrestling Scene,2002,Studios,Spider-Man,,,24.0,
1376,Spider-Man Action Studio,2002,Studios,Spider-Man,248.0,5.0,30.0,
1380,Werewolf Ambush,2002,Studios,,117.0,3.0,10.0,50.0000
1381,Vampire's Crypt,2002,Studios,,176.0,4.0,20.0,
1382,Scary Laboratory,2002,Studios,,493.0,6.0,50.0,200.0000
1383,Curse of the Pharaoh,2002,Studios,,51.0,2.0,4.0,45.0000
3278,Wallpaper Wendy,2002,Duplo,Bob the Builder,9.0,1.0,5.0,
3279,Bob at Work,2002,Duplo,Bob the Builder,11.0,1.0,5.0,
3281,Naughty Spud,2002,Duplo,Bob the Builder,9.0,1.0,5.0,
3282,Clock Tower Bob,2002,Duplo,Bob the Builder,49.0,1.0,20.0,
3283,Dizzy's Birdwatch,2002,Duplo,Bob the Builder,44.0,1.0,30.0,
3325,Intelligent Train Deluxe Set,2002,Explore,Logic,90.0,4.0,100.0,
3326,Intelligent Train Cargo,2002,Explore,Logic,14.0,1.0,25.0,
3327,Intelligent Train Station,2002,Explore,Logic,26.0,2.0,25.0,
3334,Intelligent Train Tunnel,2002,Explore,Logic,10.0,,13.0,
3335,Intelligent Train Starter Set,2002,Explore,Logic,25.0,3.0,50.0,
3361,Music Twister,2002,Explore,Imagination,4.0,,30.0,
3362,Music Tapper,2002,Explore,Imagination,4.0,,30.0,
3363,Music Roller,2002,Explore,Imagination,4.0,,35.0,
3364,Music Composer,2002,Explore,Imagination,7.0,,50.0,
3370,Music Extras,2002,Explore,Imagination,6.0,,8.0,
3371,Music Extras,2002,Explore,Imagination,4.0,,8.0,
3420,Championship Challenge II,2002,Sports,Football,388.0,12.0,50.0,
3421,3 vs 3 Shootout,2002,Sports,Football,225.0,6.0,30.0,
3422,Shoot 'n' Save,2002,Sports,Football,110.0,2.0,20.0,
3423,Freekick Frenzy,2002,Sports,Football,54.0,2.0,10.0,
3424,Target Practice,2002,Sports,Football,37.0,1.0,7.0,13.0000
3425,US National Team Cup Edition Set,2002,Sports,Football,548.0,22.0,90.0,250.0000
3426,Adidas Team Transport,2002,Sports,Football,133.0,6.0,20.0,
3509,Brickbuster Super Truck,2002,Explore,Imagination,41.0,,20.0,
3605,Birthday Party,2002,Explore,Together,8.0,2.0,4.0,
3606,Go-Kart Transport,2002,Explore,Together,4.0,1.0,4.0,
3607,Police Action,2002,Explore,Together,7.0,1.0,4.0,
3608,Playground,2002,Explore,Together,19.0,4.0,,
3609,Beach House,2002,Explore,Together,8.0,1.0,,
3610,Campsite,2002,Explore,Together,8.0,1.0,6.0,
3611,Road Worker Truck,2002,Explore,Together,13.0,1.0,10.0,
3612,Wild Animals,2002,Explore,Logic,33.0,2.0,20.0,
3613,Fire Rescue,2002,Explore,Logic,20.0,2.0,18.0,
3614,Racing,2002,Explore,Logic,33.0,3.0,25.0,
3615,Theatre Stories,2002,Explore,Imagination,3.0,5.0,30.0,
3616,On the Move Police Station,2002,Explore,Being Me,14.0,3.0,20.0,
3617,On the Move Hospital,2002,Explore,Being Me,16.0,3.0,20.0,
3618,Family Farm,2002,Explore,Logic,53.0,3.0,50.0,
3619,Traffic Town,2002,Explore,Together,75.0,7.0,50.0,
3620,Playhouse,2002,Explore,Together,82.0,4.0,50.0,
3621,Polar Animals,2002,Explore,Logic,29.0,2.0,25.0,
3650,Stack 'n' Learn First Rollabout,2002,Explore,Being Me,6.0,1.0,5.0,
3651,Stack 'n' Learn Friends,2002,Explore,Being Me,10.0,2.0,10.0,
3652,Lady Bird Collection,2002,Explore,Being Me,17.0,,15.0,
3739,Blacksmith Shop,2002,Castle,My Own Creation,619.0,2.0,40.0,400.0000
3806,Gigamesh G60,2002,Spybotics,,244.0,,60.0,
3807,Snaptrax S45,2002,Spybotics,,202.0,,60.0,73.2444
3808,Shadowstrike S70,2002,Spybotics,,235.0,,60.0,
3809,Technojaw T55,2002,Spybotics,,260.0,,60.0,
3929,Biff Starling Astrobot Minifigure,2002,Promotional,Minifigure,5.0,1.0,0.0,30.0000
4080,Brick Bucket Small,2002,Explore,Imagination,45.0,,,
4082,Brick Bucket Small,2002,Explore,Imagination,45.0,,,
4087,"Basic Flexible Bucket, Large",2002,Explore,Imagination,90.0,,,
